relative_path,filename,ext,size_bytes,modified_local,sha256,mime,category,dates_detected,excerpt
New folder/04_Statement_for_Omniversal_Legal.txt - Shortcut.lnk,04_Statement_for_Omniversal_Legal.txt - Shortcut.lnk,.lnk,1382,2025-10-31 03:05:59,c2cf0448de110b3518eb24420638cc95470c523183b3c5e4edda5e00ea54f5f6,application/octet-stream,Uncategorized,[],
New folder/AmazonTechnicianSafetyGift.pdf,AmazonTechnicianSafetyGift.pdf,.pdf,135058,2025-10-31 03:05:59,2391ba18aa6eeb3341ebaf4abe0a1e27395ac8a2412d98f27b5d6687d2c5c014,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/AmazonTechnicianSafetyGift.pdf - Shortcut.lnk,AmazonTechnicianSafetyGift.pdf - Shortcut.lnk,.lnk,1335,2025-10-31 03:05:59,8a0e3e7627edd0cc0bdab57ad980f8d27d70612f576e918f4b46125104463c4d,application/octet-stream,Uncategorized,[],
New folder/Amazon_Legal_Packet_Ethan_Womack (1).zip,Amazon_Legal_Packet_Ethan_Womack (1).zip,.zip,6023,2025-10-31 03:05:59,8b7b54c801ed60d47844e3c688799588b8d65b897017e183f01e3f8abd1a5249,application/zip,Uncategorized,[],
New folder/Amazon_Legal_Packet_Ethan_Womack (2).zip,Amazon_Legal_Packet_Ethan_Womack (2).zip,.zip,6023,2025-10-31 03:05:59,8b7b54c801ed60d47844e3c688799588b8d65b897017e183f01e3f8abd1a5249,application/zip,Uncategorized,[],
New folder/Amazon_Legal_Packet_Ethan_Womack (3).zip,Amazon_Legal_Packet_Ethan_Womack (3).zip,.zip,610891,2025-10-31 03:05:59,2fc857cd06c0ea5ee08abab1b2ff52c473779dbea183df68345ad836b6bff113,application/zip,Uncategorized,[],
New folder/Amazon_OSHA_Complaint_Kit.zip,Amazon_OSHA_Complaint_Kit.zip,.zip,4439,2025-10-31 03:05:59,d0a12a987cd1d148f774602949e8b0914073b389573974dcd1932bfc9c41fc51,application/zip,Uncategorized,[],
New folder/DragonHawk_Excerpt.docx,DragonHawk_Excerpt.docx,.docx,36940,2025-10-31 03:05:59,a8d691153bb41e5e0864912d112b692f8a337b61ba786b7a73bd0cfc7816f213,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/DragonHawk_Excerpt.docx - Shortcut.lnk,DragonHawk_Excerpt.docx - Shortcut.lnk,.lnk,1349,2025-10-31 03:05:59,03e63c5c305f4db0c646b55c2c00e7dc941a5fa14abcb415828ba6bf625d6e06,application/octet-stream,Uncategorized,[],
New folder/DragonHawk_Playbook.ipynb,DragonHawk_Playbook.ipynb,.ipynb,4965,2025-10-31 03:05:59,d7b12c74e5fcd0163c1bcfc81c7327703b8fb5a76040b8ede28e81a80fa91604,application/octet-stream,Uncategorized,[],
New folder/ERWomack_DragonHawk_Report.docx (2).lnk,ERWomack_DragonHawk_Report.docx (2).lnk,.lnk,510,2025-10-31 03:05:59,12dba992beaaef30d11de8eb4de4af25ec7c3e63b898254e3e2d9a5b6cdb514f,application/octet-stream,Uncategorized,[],
New folder/ERWomack_DragonHawk_Report.docx.lnk,ERWomack_DragonHawk_Report.docx.lnk,.lnk,510,2025-10-31 03:05:59,12dba992beaaef30d11de8eb4de4af25ec7c3e63b898254e3e2d9a5b6cdb514f,application/octet-stream,Uncategorized,[],
New folder/Erik_Hanssen_Training_Map.md - Shortcut.lnk,Erik_Hanssen_Training_Map.md - Shortcut.lnk,.lnk,788,2025-10-31 03:05:59,7f260b10245c1e94847fe7ec506bdbca505cb1fe4686b6d1a74c3377c7628cbf,application/octet-stream,Uncategorized,[],
New folder/Ethan_Womack_CI_PM_Resume.docx (2).lnk,Ethan_Womack_CI_PM_Resume.docx (2).lnk,.lnk,488,2025-10-31 03:05:59,a280c3d12845e6010d5f18fef5e94d26bdca0743a1e6fffd62aed99ec0749457,application/octet-stream,Uncategorized,[],
New folder/Ethan_Womack_CI_PM_Resume.docx.lnk,Ethan_Womack_CI_PM_Resume.docx.lnk,.lnk,488,2025-10-31 03:05:59,a280c3d12845e6010d5f18fef5e94d26bdca0743a1e6fffd62aed99ec0749457,application/octet-stream,Uncategorized,[],
New folder/Final_Followup_MartyrMechanism_Embedded.docx,Final_Followup_MartyrMechanism_Embedded.docx,.docx,467688,2025-10-31 03:05:59,c757957befd662754ee185057312a185a95bc836f2aa22b13aef68adbaa8810d,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Final_Followup_MartyrMechanism_Embedded.docx - Shortcut.lnk,Final_Followup_MartyrMechanism_Embedded.docx - Shortcut.lnk,.lnk,1538,2025-10-31 03:05:59,deea05106a84d9a29b5cdc1e590bd87889f0d0d3edbda55bb1022ca467a9a7f8,application/octet-stream,Uncategorized,[],
New folder/Formal_Escalation_Report_TPA4_PrimeDay2025.docx (2).lnk,Formal_Escalation_Report_TPA4_PrimeDay2025.docx (2).lnk,.lnk,542,2025-10-31 03:05:59,9b3061db4143d1858cee09e7c0844fc4a89b83c1a62c460079299c1b868df402,application/octet-stream,Uncategorized,[],
New folder/Formal_Escalation_Report_TPA4_PrimeDay2025.docx.lnk,Formal_Escalation_Report_TPA4_PrimeDay2025.docx.lnk,.lnk,542,2025-10-31 03:05:59,9b3061db4143d1858cee09e7c0844fc4a89b83c1a62c460079299c1b868df402,application/octet-stream,Uncategorized,[],
New folder/Former Escalation.pdf,Former Escalation.pdf,.pdf,2167069,2025-10-31 03:05:59,1a446cb78a6cfaf0228b3430cc19dedd362bf6abc2829cbb6705f7c83fc26f4b,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Former Escalation.pdf - Shortcut.lnk,Former Escalation.pdf - Shortcut.lnk,.lnk,1254,2025-10-31 03:05:59,361fe818495b912654748938290a566e4a6e9c3dc3a53dfc1eb753c23be484f3,application/octet-stream,Uncategorized,[],
New folder/Former Escalation.txt,Former Escalation.txt,.txt,36,2025-10-31 03:05:59,2b96938cb1b62ab62f924c3e70ffdd19ab20119251e5555264d3fb58c44fd0c4,text/plain,Uncategorized,[],50754bdd-59eb-4542-bdfd-19f6e15a34e6
New folder/Former Escalation.txt - Shortcut.lnk,Former Escalation.txt - Shortcut.lnk,.lnk,1238,2025-10-31 03:05:59,61df136f7abd0f452678012794c38ee89451a091ac2c648dc7710db553a73385,application/octet-stream,Uncategorized,[],
New folder/From_Compliance_to_Culture_Womack_Whitepaper.docx (2).lnk,From_Compliance_to_Culture_Womack_Whitepaper.docx (2).lnk,.lnk,528,2025-10-31 03:05:59,3ff972952bc1e65ab9b4a3eab7fe6bd50fa4a0ea014aa16af227753334b93d4e,application/octet-stream,Uncategorized,[],
New folder/From_Compliance_to_Culture_Womack_Whitepaper.docx.lnk,From_Compliance_to_Culture_Womack_Whitepaper.docx.lnk,.lnk,528,2025-10-31 03:05:59,3ff972952bc1e65ab9b4a3eab7fe6bd50fa4a0ea014aa16af227753334b93d4e,application/octet-stream,Uncategorized,[],
New folder/From_Compliance_to_Culture_Womack_Whitepaper.pdf,From_Compliance_to_Culture_Womack_Whitepaper.pdf,.pdf,326670,2025-10-31 03:05:59,cfa26d6aef728a56390bc73fc730c23e2c158cb3d8218b05b1637b17b004c321,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/From_Compliance_to_Culture_Womack_Whitepaper.pdf (2).lnk,From_Compliance_to_Culture_Womack_Whitepaper.pdf (2).lnk,.lnk,568,2025-10-31 03:05:59,a6aa486be0f4684bdaca0bf9722b1555d456f5d1fe7aaac6289d108af028fabf,application/octet-stream,Uncategorized,[],
New folder/From_Compliance_to_Culture_Womack_Whitepaper.pdf - Shortcut.lnk,From_Compliance_to_Culture_Womack_Whitepaper.pdf - Shortcut.lnk,.lnk,1497,2025-10-31 03:05:59,1f8859c6b603f16ef80c451048116fa128b69a88d4d412b57502303dd0623698,application/octet-stream,Uncategorized,[],
New folder/From_Compliance_to_Culture_Womack_Whitepaper.pdf.lnk,From_Compliance_to_Culture_Womack_Whitepaper.pdf.lnk,.lnk,568,2025-10-31 03:05:59,a6aa486be0f4684bdaca0bf9722b1555d456f5d1fe7aaac6289d108af028fabf,application/octet-stream,Uncategorized,[],
New folder/Gmail - Case 20250724-1576125_ Closure Notification [ ref_!00D3t02mKvO.!500Ki07iPtP_ref ].pdf,Gmail - Case 20250724-1576125_ Closure Notification [ ref_!00D3t02mKvO.!500Ki07iPtP_ref ].pdf,.pdf,109308,2025-10-31 03:05:59,6418abb10c4be9404b84ee1e820723cf49ddea8d8a2f2c15d68051758e064ecc,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Gmail - Case 20250724-1576125_ Closure Notification [ ref_!00D3t02mKvO.!500Ki07iPtP_ref ].pdf - Shortcut.lnk,Gmail - Case 20250724-1576125_ Closure Notification [ ref_!00D3t02mKvO.!500Ki07iPtP_ref ].pdf - Shortcut.lnk,.lnk,1902,2025-10-31 03:05:59,af6c76705b5e9161883cfe6bb199827c49db0c50743e842c19a10da225885cb0,application/octet-stream,Uncategorized,[],
New folder/Gmail - FW_ Formal Complaint - Amazon PPE Safety Noncompliance (29 CFR 1910.132) (1).pdf,Gmail - FW_ Formal Complaint - Amazon PPE Safety Noncompliance (29 CFR 1910.132) (1).pdf,.pdf,213352,2025-10-31 03:05:59,c45c9c3f0b037e17dededadc5d1ef83ab78ee94dafc6a8e81420e0a0156485ee,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Gmail - FW_ Formal Complaint - Amazon PPE Safety Noncompliance (29 CFR 1910.132) (1).pdf - Shortcut.lnk,Gmail - FW_ Formal Complaint - Amazon PPE Safety Noncompliance (29 CFR 1910.132) (1).pdf - Shortcut.lnk,.lnk,1857,2025-10-31 03:05:59,af05409c447dcee425bf8ac33dfdb6d934e8d63c49b37acfc98790c8c21041e2,application/octet-stream,Uncategorized,[],
New folder/HR_JESSI_BONANNO_REFERENCE_001.png,HR_JESSI_BONANNO_REFERENCE_001.png,.png,350370,2025-10-31 03:05:59,32f9d484ec7f7787ee916982826d4f754344007bd670c2f00cd438d7e152b08a,image/png,Uncategorized,[],
New folder/HR_JESSI_BONANNO_REFERENCE_001.png - Shortcut.lnk,HR_JESSI_BONANNO_REFERENCE_001.png - Shortcut.lnk,.lnk,1518,2025-10-31 03:05:59,7a140f1ce4bb22c11dd2566a6a99b1a19c31c7e6547ce0c767b18d313166d5e4,application/octet-stream,Uncategorized,[],
New folder/Have Backbone; Disagree and Commit - Transcript.pdf,Have Backbone; Disagree and Commit - Transcript.pdf,.pdf,99567,2025-10-31 03:05:59,8d260f3f5c553761ad39d6cbcaecbcd359c2dd7639421864134b57b31193a17d,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/Have Backbone; Disagree and Commit - Transcript.pdf - Shortcut.lnk,Have Backbone; Disagree and Commit - Transcript.pdf - Shortcut.lnk,.lnk,1524,2025-10-31 03:05:59,24d4dd8130011af5bd1c4b2dfd82b5751a651aa812061bd122bd25054e6a71d6,application/octet-stream,Uncategorized,[],
New folder/MYVOICE_EXHIBIT.png,MYVOICE_EXHIBIT.png,.png,229818,2025-10-31 03:05:59,85a873c0758ec6bd448654a642549bdf0af4a0270ec5ec1326e0e7ccaf4a829f,image/png,Uncategorized,[],
New folder/MYVOICE_EXHIBIT.png - Shortcut.lnk,MYVOICE_EXHIBIT.png - Shortcut.lnk,.lnk,1383,2025-10-31 03:05:59,37cf5b09b99131101a6f643494e115c182e6abf9f82acb2b4c05d9fee58851cc,application/octet-stream,Uncategorized,[],
New folder/New folder/1000006736.jpg,1000006736.jpg,.jpg,611702,2025-10-31 03:05:59,7949f4cdcdd76802855fb67a33c3067362b55ef654dce890f667b9e3d3b3b5db,image/jpeg,Uncategorized,[],
New folder/New folder/1000006737.jpg,1000006737.jpg,.jpg,484745,2025-10-31 03:05:59,27e81a67e8d27fa8f57900ad1e6b2ce21eb67b04a488a743ae3544fc39707833,image/jpeg,Uncategorized,[],
New folder/New folder/1000006738.jpg,1000006738.jpg,.jpg,702743,2025-10-31 03:05:59,95ae064333b5261b58928103e60a9f0b8b8e83d5c46e79218e04e7322665f140,image/jpeg,Uncategorized,[],
New folder/New folder/1000006739.jpg,1000006739.jpg,.jpg,626335,2025-10-31 03:05:59,6d7a19b2773887ab07235ae3ea1bb29fb4b89d2b9da4d22002b71c7a36ca5b2f,image/jpeg,Uncategorized,[],
New folder/New folder/1000006740.jpg,1000006740.jpg,.jpg,584992,2025-10-31 03:05:59,614e0c1722d9226cec7d5d95dfa54e2b8156f87dcf99247150651e7950c3d2d1,image/jpeg,Uncategorized,[],
New folder/New folder/1000006741.jpg,1000006741.jpg,.jpg,412735,2025-10-31 03:05:59,b61d9fa58adf42b969afa7a51d5f83e2df5b1029a4271a38963e28fa048a99ec,image/jpeg,Uncategorized,[],
New folder/New folder/1000009381.jpg,1000009381.jpg,.jpg,532783,2025-10-31 03:05:59,d8c7e51f53c99fa5e32533a983422bfd93c33060a4876137b7c326eab9355dda,image/jpeg,Uncategorized,[],
New folder/New folder/1000009382.jpg,1000009382.jpg,.jpg,470999,2025-10-31 03:05:59,043a234829e163b9c793594f02a9f74a116905e7dca9c2c5a98ac43900d0e999,image/jpeg,Uncategorized,[],
New folder/New folder/1000009383.jpg,1000009383.jpg,.jpg,577598,2025-10-31 03:05:59,eed3d8944845be1b589fa856b149121734a9dd4cdf3c5f4c62f02f5022827dff,image/jpeg,Uncategorized,[],
New folder/New folder/1000009384.jpg,1000009384.jpg,.jpg,497844,2025-10-31 03:05:59,cae8536ca11d1a211bd82e07055bef497baa752c23a242bb9aaa006857aa6667,image/jpeg,Uncategorized,[],
New folder/New folder/1000009385.jpg,1000009385.jpg,.jpg,524391,2025-10-31 03:05:59,dc43f366fb5c93776f9a61ac35fb7d8c528ace8a973da06e26adc1f0f9d908ef,image/jpeg,Uncategorized,[],
New folder/New folder/1000009386.jpg,1000009386.jpg,.jpg,403465,2025-10-31 03:05:59,92afd0af9bc72a6253cd5a145bf4187584be7218aed73661459b652a8bad8ae8,image/jpeg,Uncategorized,[],
New folder/New folder/1000009387.jpg,1000009387.jpg,.jpg,535938,2025-10-31 03:05:59,4b9e08541be2b082fba13dffd2f953f9f1ea7184d0102b60786576b4d2aaf8e4,image/jpeg,Uncategorized,[],
New folder/New folder/1000009388.jpg,1000009388.jpg,.jpg,443853,2025-10-31 03:05:59,3796b254b70c31c8b5ac0e1f5f6233c6c7ef6637391f48dfcbc22113b35ede15,image/jpeg,Uncategorized,[],
New folder/New folder/1000009389.jpg,1000009389.jpg,.jpg,460528,2025-10-31 03:05:59,ab68ef930de517b08fda2ab74ae5e6a14425881f75763ed2c751703e2ce5ac27,image/jpeg,Uncategorized,[],
New folder/New folder/1000009390.jpg,1000009390.jpg,.jpg,698055,2025-10-31 03:05:59,5cbf7c3322a4b3bc405ce8b4c6c3175b65415a03809e8e5b6e9038b4763fc9b0,image/jpeg,Uncategorized,[],
New folder/New folder/20250916_073018.jpg,20250916_073018.jpg,.jpg,664606,2025-10-31 03:05:59,845e5dbc311ae61139341a2fd919d000060305dc7d41d067ddd278b975f11a0a,image/jpeg,Uncategorized,[],
New folder/New folder/20251013_144117 (1).jpg,20251013_144117 (1).jpg,.jpg,1187251,2025-10-31 03:05:59,4d78535fcdfc9b43b096a791602c84816c5c314abc70964a73a97f90db08d4fd,image/jpeg,Uncategorized,[],
New folder/New folder/20251013_144117.jpg,20251013_144117.jpg,.jpg,1187251,2025-10-31 03:05:59,4d78535fcdfc9b43b096a791602c84816c5c314abc70964a73a97f90db08d4fd,image/jpeg,Uncategorized,[],
New folder/New folder/20251015_115220.jpg,20251015_115220.jpg,.jpg,539330,2025-10-31 03:05:59,3776ad4497235419cbd926bf5adf4ff780b3b21deb43b60c890ae659183edbec,image/jpeg,Uncategorized,[],
New folder/New folder/Formal_Appeal_of_Final_Written_Warning_Ethan_Womack.docx,Formal_Appeal_of_Final_Written_Warning_Ethan_Womack.docx,.docx,31112,2025-10-31 03:06:00,92aa693d2abfe49383add7ff30a3e01ec451d95210c2fa7877d6d8f3b3ac7717,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/New folder/From_Compliance_to_Culture_Womack_Whitepaper.docx,From_Compliance_to_Culture_Womack_Whitepaper.docx,.docx,467017,2025-10-31 03:06:00,8c27bb701ebdf58488c6ecb0b436efd9baaa8a3187053bcce1191d86f6f027af,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/New folder/My Why Tips.docx,My Why Tips.docx,.docx,66994,2025-10-31 03:06:00,dadea6857846000641aae0c421cda7be013739b48328b52892735dff422bd009,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/New folder/README.md,README.md,.md,1507,2025-10-31 03:06:00,a7504956b90c89f8d4f4772de1cd521a240f0d0d920ec05add8b986d5395d8ed,text/markdown,Uncategorized,[],"# EverLight Aetherius Archive Copilot Space

Welcome, Archivist, to the mythic interface of the **EverLight Aetherius Archive**.

## Purpose

This Copilot Space serves as an Omniversal vault for loading, visualizing, and extending the EverLight Aetherius Archive. Its design is modular, enabling the integration of ancient logs, HTML/Markdown documents, and reincarnated store assets—all the while inviting expansion into more powerful frameworks like Streamlit or Flask.

## Features

- **Archive Loader:** Scans and loads `.html`, `.md`, and `.txt` artifacts from the `everlight_context/logs/` directory.
- **Document Summarizer:** Prints loaded filenames and brief summaries to the console.
- **Store Integration:** Readies a plug-and-play folder (`reincarnated-store/`) for a store interface or asset imports.
- **Mythic Theming:** Written and structured to evoke the mythic and VALOR spirit of EverLight.

## Getting Started

1. Clone this repository or download the Copilot Space.
2. Place your archival documents (`.html`, `.md`, `.txt`) into `everlight_context/logs/`.
3. (Optional) Unzip your reincarnated store assets into `reincarnated-store/`.
4. Install dependencies:
   ```bash
   pip i…"
New folder/New folder/Resource file.docx,Resource file.docx,.docx,24922,2025-10-31 03:06:00,68b88383cdcc017c192d9b37248ee38c4d492efcb400c01859197e8a9f2e4161,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/New folder/invoice-10-20251595.pdf,invoice-10-20251595.pdf,.pdf,217955,2025-10-31 03:06:00,283350a67bec2f8b1fe02a118972bd6cda5f59afb438cabe7deccda82f230faf,application/pdf,Uncategorized,[],(Document preview not extracted — open file for contents.)
New folder/New folder/pmo_rme_manifest/.git/COMMIT_EDITMSG,COMMIT_EDITMSG,,13,2025-10-31 03:06:00,30ef10307eae702d521a9a6e9ba604258724b4a0091f7df4d33ad59beddde587,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/HEAD,HEAD,,23,2025-10-31 03:06:00,f6f2b945f6c411b02ba3da9c7ace88dcf71b6af65ba2e0d89aa82900042b5a10,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/ORIG_HEAD,ORIG_HEAD,,41,2025-10-31 03:06:00,3a59c620f433b8b53428e3de1bdc909afe5daa5d2ccf155ca66d85edbd3788a8,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/config,config,,130,2025-10-31 03:06:00,05becdb83bb897f6103c8d91439e2e9092144edf5b3955a746fce4975c12bfdc,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/description,description,,73,2025-10-31 03:06:00,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/applypatch-msg.sample,applypatch-msg.sample,.sample,478,2025-10-31 03:06:00,0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/commit-msg.sample,commit-msg.sample,.sample,896,2025-10-31 03:06:00,1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/fsmonitor-watchman.sample,fsmonitor-watchman.sample,.sample,4726,2025-10-31 03:06:00,e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/post-update.sample,post-update.sample,.sample,189,2025-10-31 03:06:00,81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-applypatch.sample,pre-applypatch.sample,.sample,424,2025-10-31 03:06:00,e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-commit.sample,pre-commit.sample,.sample,1649,2025-10-31 03:06:00,57185b7b9f05239d7ab52db045f5b89eb31348d7b2177eab214f5eb872e1971b,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-merge-commit.sample,pre-merge-commit.sample,.sample,416,2025-10-31 03:06:00,d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-push.sample,pre-push.sample,.sample,1374,2025-10-31 03:06:00,ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-rebase.sample,pre-rebase.sample,.sample,4898,2025-10-31 03:06:00,4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/pre-receive.sample,pre-receive.sample,.sample,544,2025-10-31 03:06:00,a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/prepare-commit-msg.sample,prepare-commit-msg.sample,.sample,1492,2025-10-31 03:06:00,e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/push-to-checkout.sample,push-to-checkout.sample,.sample,2783,2025-10-31 03:06:00,a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/sendemail-validate.sample,sendemail-validate.sample,.sample,2308,2025-10-31 03:06:00,44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/hooks/update.sample,update.sample,.sample,3650,2025-10-31 03:06:00,8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/index,index,,2447,2025-10-31 03:06:00,986f6926df4299413cfc3bae3e14e303af1af5ebac15881ab7d5bb09fead4905,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/info/exclude,exclude,,240,2025-10-31 03:06:00,6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/logs/HEAD,HEAD,,3537,2025-10-31 03:06:00,9c9bb34a65ace71005717d88f19d63e50c53b8235f68241d92091a2e40c7bfed,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/logs/refs/heads/master,master,,367,2025-10-31 03:06:00,2de7a921dd84d645eda8fda73b09dd5bd041b350f7cbe66c7e2541ae6f89e7ae,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/logs/refs/heads/opstech,opstech,,156,2025-10-31 03:06:00,7056769ed244353f4216647a9f93c98a96981ed1f2c024dc902cf983cd3657c0,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/logs/refs/heads/pmo,pmo,,946,2025-10-31 03:06:00,3805c8b869f6db3e60edac8944d7907b33991c5e55e64b8ec20d6405ea3edcf1,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/logs/refs/heads/rme,rme,,525,2025-10-31 03:06:00,8d846f63c30c4c88c9b9d060cdbc9614e868ff673aa02b1f76ad064b8e9018c3,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/03/c7c6f2e4c47f2d3a737b0a029c920f64b5c685,c7c6f2e4c47f2d3a737b0a029c920f64b5c685,,1572,2025-10-31 03:06:00,f21adc8e1c6d4a1db81bb6ae3f470c146926984831b2aded290009ce9c301493,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/06/c3e72f2ed52f68908214e267e05b67eb937503,c3e72f2ed52f68908214e267e05b67eb937503,,2316,2025-10-31 03:06:00,8cf60503966431b9260d1368625d2085e72c68c770e67ac15c03c978d4474dbe,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/07/95c7d28ae0dd74ce68894c22c1248307e7b51a,95c7d28ae0dd74ce68894c22c1248307e7b51a,,224,2025-10-31 03:06:00,965c63a0c96584bdfbe97c52184dd2b5503a1d243edc75f4bc0086f4ac973c38,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/0a/e393ba1549b78587b3951f49d54b1153e3879a,e393ba1549b78587b3951f49d54b1153e3879a,,1696,2025-10-31 03:06:00,918b6a6c3fcb9774a23ae55ab5e2331961db8bec441627cccf3477017462f873,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/10/91ba9a14de1e28a62e8654361421409fa26c59,91ba9a14de1e28a62e8654361421409fa26c59,,224,2025-10-31 03:06:00,0302841aa98c10c743af322a5219edf7f3e73018c098dbc9db03c65a9114d0a3,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/10/a7d2422ef937e815614fcfd3d498380b78aaf2,a7d2422ef937e815614fcfd3d498380b78aaf2,,167,2025-10-31 03:06:00,d6c3162ff15b5d71521e9d08d73a76663136cdf95caaacb4d7918f6c474db5f2,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/10/f8725ab05c0f982941d5f5229de332b714d579,f8725ab05c0f982941d5f5229de332b714d579,,72,2025-10-31 03:06:00,db5db82e76017236a492c4ba9a50eb7ee4fbf57f8ead2efd3eaccbc8742203d9,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/12/e4a36fdd4083909ab840e2df6397f4bf9a9fdf,e4a36fdd4083909ab840e2df6397f4bf9a9fdf,,16002,2025-10-31 03:06:00,d5976dbcf36cd92d2d69f4648af9cce94e368b07a3efdf6181b0600a5a68f8eb,application/octet-stream,Uncategorized,[],
New folder/New folder/pmo_rme_manifest/.git/objects/15/2f5bc167c66990a457b09f276bc72d458bd370,2f5bc167c66990a457b09f276bc72d458bd370,,189,2025-10-31 03:06:00,94c6079840791b455a393cdc600649b1a67b5875192af528d14cb8908694bcd0,application/octet-stream,Uncategorized,[],
